id;page;website_products;note;masked_note
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;. The enzyme contains a His-tag and the molecular weight is 32 kDa.;The enzyme contains a His-tag and the molecular weight is 32 kDa.
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;One unit FabDELLO digests ≥ 90% of 1 ug human IgG1, when incubated in Tris buffered saline (TBS), pH 7.6, containing 10 mM CaCl;One unit [MASK] digests ≥ 90% of 1 ug human IgG1, when incubated in Tris buffered saline (TBS), pH 7.6, containing 10 mM CaCl , at 37°C for 2 h.
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;, at 37°C for 2 h.;
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;FabDELLO is supplied lyophilized in 50 mM Tris-HCl, 150 mM NaCl, pH 7.6, with no preservatives added.;[MASK] is supplied lyophilized in 50 mM Tris-HCl, 150 mM NaCl, pH 7.6, with no preservatives added.
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;FabDELLO is supplied with 1 vial 20x CaCl;[MASK] is supplied with 1 vial 20x CaCl solution (200 mM).
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;solution (200 mM).;
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;FabDELLO is shipped cold and should be stored at -20°C upon arrival. Since FabDELLO has autoproteolytic activity, the enzyme should be kept cold and used the same day as reconstitution.;[MASK] is shipped cold and should be stored at -20°C upon arrival. Since [MASK] has autoproteolytic activity, the enzyme should be kept cold and used the same day as reconstitution.
62972adb96a1b9137032068f;https://www.genovis.com/products/fabdello/;It owns proprietary products.;FabDELLO is for R&D use only.;[MASK] is for R&D use only.
62972ae996a1b91370320692;https://www.justsystems.com/en/stories/atok-passport.html;It owns proprietary products which include ATOK Passport, Ichitaro and Just Right! 6 Pro.;With ATOK Passport, you can convey your thoughts more naturally and adequately on any device.;With [MASK] , you can convey your thoughts more naturally and adequately on any device.
62972ae996a1b91370320692;https://www.justsystems.com/en/stories/atok-passport.html;It owns proprietary products which include ATOK Passport, Ichitaro and Just Right! 6 Pro.;It makes text input in everyday life much easier.;It makes text input in everyday life much easier.
62972ae996a1b91370320692;https://www.justsystems.com/en/stories/atok-passport.html;It owns proprietary products which include ATOK Passport, Ichitaro and Just Right! 6 Pro.;ATOK is a Japanese language input system that makes Kana-Kanji conversion much easier.;[MASK] is a Japanese language input system that makes Kana-Kanji conversion much easier.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;FabRICATOR (IdeS) is a unique enzyme that digests IgG at a specific site below the hinge region, generating a homogenous pool of F(ab')2 and Fc/2 fragments.;[MASK] (IdeS) is a unique enzyme that digests IgG at a specific site below the hinge region, generating a homogenous pool of F(ab')2 and Fc/2 fragments.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;Since FabRICATOR digests IgG under physiological reaction conditions, the immunoreactivity is preserved.;Since [MASK] digests IgG under physiological reaction conditions, the immunoreactivity is preserved.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;FabRICATOR digests all subclasses of human, monkey, rabbit and sheep IgG. It has limited activity on mouse IgG2a and IgG3 - for digestion of these antibody species, we recommend using FabRICATOR Z.;[MASK] digests all subclasses of human, monkey, rabbit and sheep IgG. It has limited activity on mouse IgG2a and Ig [MASK] - for digestion of these antibody species, we recommend using [MASK] Z.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;FabRICATOR is cloned from;
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;Streptococcus pyogenes;
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;and expressed in;
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;. The enzyme contains a His-tag and has a molecular weight of 37 725 Da. FabRICATOR is a recombinantly modified form of IdeS that has been developed by Genovis AB for biotech applications requiring the highest standards and consistency.;The enzyme contains a His-tag and has a molecular weight of 37 725 Da. [MASK] is a recombinantly modified form of IdeS that has been developed by Genovis AB for biotech applications requiring the highest standards and consistency.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;FabRICATOR enzyme supplied as a lyophilized powder. The enzyme is available in 8 x 100 units, 96 x 100 units, 2000 units, 5000 units and 5 x 5000 units (1 unit digests 1 ug IgG).;[MASK] enzyme supplied as a lyophilized powder. The enzyme is available in 8 x 100 units, 96 x 100 units, 2000 units, 5000 units and 5 x 5000 units (1 unit digests 1 ug IgG).
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;FabRICATOR enzyme lyophilized for endotoxin-sensitive assays.;[MASK] enzyme lyophilized for endotoxin-sensitive assays.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;The FabRICATOR Validation Kit contains three batches of the enzyme to simplify method validation.;The [MASK] Validation Kit contains three batches of the enzyme to simplify method validation.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;FragIT is FabRICATOR enzyme immobilized on agarose beads, allowing for antibody subunit generation without contaminating the final preparation with FabRICATOR enzyme.;FragIT is [MASK] enzyme immobilized on agarose beads, allowing for antibody subunit generation without contaminating the final preparation with [MASK] enzyme.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;Anti-FabRICATOR is a goat polyclonal antibody directed towards the FabRICATOR enzyme.;Anti- [MASK] is a goat polyclonal antibody directed towards the [MASK] enzyme.
62972b1796a1b91370320695;https://www.genovis.com/products/igg-proteases/fabricator/;It owns proprietary products.;FabRICATOR-HPLC is an immobilized enzyme in an HPLC column for fast online digestion of monoclonal antibodies.;[MASK] -HPLC is an immobilized enzyme in an HPLC column for fast online digestion of monoclonal antibodies.
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;GlycINATOR (EndoS2) is an IgG-specific endoglycosidase;[MASK] is an IgG-specific endoglycosidase that hydrolyzes all glycoforms present at the Fc-glycosylation site. The enzyme acts on the chitobiose core and leaves the core GlcNAc intact.
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;that hydrolyzes all glycoforms present at the Fc-glycosylation site. The enzyme acts on the chitobiose core and leaves the core GlcNAc intact.;
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;GlycINATOR (EndoS2) is an endoglycosidase from;[MASK] is an endoglycosidase from that specifically hydrolyzes glycans at the Fc glycosylation site of IgG.
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;that specifically hydrolyzes glycans at the Fc glycosylation site of IgG.;
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;Afucosylation of the IgG glycans has substantial impact on the effector functions of the antibody and can be studied using GlycINATOR.;Afucosylation of the IgG glycans has substantial impact on the effector functions of the antibody and can be studied using [MASK] .
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;Reduce Sample Complexity;Reduce Sample Complexity
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;The glycans can quickly be removed from native IgG using GlycINATOR for subsequent intact mass analysis.;The glycans can quickly be removed from native IgG using [MASK] for subsequent intact mass analysis.
62972c0c96a1b91370320698;https://www.genovis.com/products/glycinator/;It owns proprietary products.;Immobilized on agarose, allowing for IgG deglycosylation without contaminating the final preparation with GlycINATOR enzyme.;Immobilized on agarose, allowing for IgG deglycosylation without contaminating the final preparation with [MASK] enzyme.
62972d6396a1b913703206a6;https://www.lorgen.com/producto/detesex/;It owns proprietary products which include DETESEX ® and DNAidentikit.;DETESEX is the only test capable of determining the sex of your baby from the eighth week of pregnancy with more than 99% reliability.;[MASK] is the only test capable of determining the sex of your baby from the eighth week of pregnancy with more than 99% reliability.
62972d6396a1b913703206a6;https://www.lorgen.com/producto/detesex/;It owns proprietary products which include DETESEX ® and DNAidentikit.;The DeteSex® test is used to find out the sex of the baby from the 8th week of pregnancy using a blood sample from the mother with 99% reliability.;The [MASK] test is used to find out the sex of the baby from the 8th week of pregnancy using a blood sample from the mother with 99% reliability.
62972d6396a1b913703206a6;https://www.lorgen.com/producto/detesex/;It owns proprietary products which include DETESEX ® and DNAidentikit.;LIVE YOUR DETESEX MOMENT!;LIVE YOUR [MASK] MOMENT!
62972dd096a1b913703206ab;https://www.lorgen.com/producto/identikit-test-de-paternidad/;It owns proprietary products which include DETESEX ® and DNAidentikit.;is a kit that allows you to identify and relate either individuals of a family or through their genetic fingerprint;[MASK] is a kit that allows you to identify and relate either individuals of a family or through their genetic fingerprint
62972dd096a1b913703206ab;https://www.lorgen.com/producto/identikit-test-de-paternidad/;It owns proprietary products which include DETESEX ® and DNAidentikit.;Thanks to LORGEN's DNA ldentikit, those interested can obtain a DNA sample from the mouth themselves and send it to us in the simplest and most comfortable way, preserving the maximum privacy of the participants.;Thanks to [MASK] ldentikit, those interested can obtain a DNA sample from the mouth themselves and send it to us in the simplest and most comfortable way, preserving the maximum privacy of the participants.
62972e7f96a1b913703206b2;https://www.circassia.com/products/;It owns proprietary products named NIOX®, Seriveo® and Fliveo®.;NIOX® is a FeNO pioneer and market-leader and we are dedicated to maintaining our position as the ‘gold standard’ provider, helping healthcare professionals offer the best asthma care worldwide.;[MASK] is a [MASK] pioneer and market-leader and we are dedicated to maintaining our position as the ‘gold standard’ provider, helping healthcare professionals offer the best asthma care worldwide.
62972e7f96a1b913703206b2;https://www.circassia.com/products/;It owns proprietary products named NIOX®, Seriveo® and Fliveo®.;NIOX® exploits the discovery that the majority of patients with allergic airway inflammation have higher levels of nitric oxide in their exhaled breath.;[MASK] exploits the discovery that the majority of patients with allergic airway inflammation have higher levels of [MASK] oxide in their exhaled breath.
62972ea196a1b913703206ba;https://www.circassia.com/products/;It owns proprietary products named NIOX®, Seriveo® and Fliveo®.;Our NIOX® FeNO measurement and monitoring products are used by physicians around the world to help improve asthma diagnosis and management.;Our [MASK] measurement and monitoring products are used by physicians around the world to help improve asthma diagnosis and management.
62972eee96a1b913703206bd;https://www.neovacs.com/fr/produits/technologie-kinoide;It owns proprietary products named Kinoids®.;Kinoids® therapeutic vaccines enable the immune system to generate “natural” polyclonal antibodies that can act against the overproduction of cytokines at the origin of the disease.;[MASK] therapeutic vaccines enable the immune system to generate “natural” polyclonal antibodies that can act against the overproduction of cytokines at the origin of the disease.
62972eee96a1b913703206bd;https://www.neovacs.com/fr/produits/technologie-kinoide;It owns proprietary products named Kinoids®.;Kinoids® are obtained by combining the targeted cytokine with a carrier protein, which makes it immunogenic.;[MASK] are obtained by combining the targeted cytokine with a carrier protein, which makes it immunogenic.
62972eee96a1b913703206bd;https://www.neovacs.com/fr/produits/technologie-kinoide;It owns proprietary products named Kinoids®.;In lupus, kinoids produce antibodies against the cytokine interferon alpha (IFNα).;In lupus, [MASK] produce antibodies against the cytokine interferon alpha (IFNα).
62972eee96a1b913703206bd;https://www.neovacs.com/fr/produits/technologie-kinoide;It owns proprietary products named Kinoids®.;In asthma, Kinoids® produce antibodies directed against the cytokines IL-4 and IL-13.;In asthma, [MASK] produce antibodies directed against the cytokines IL-4 and IL-13.
62972f4b96a1b913703206c4;https://ortoma.com/using-artificial-intelligence-to-improve-orthopaedic-therapy/#ortoma-treatment;It owns proprietary products named Ortoma Treatment Solution™.;Ortoma Treatment Solution (OTS™) provides a system entirely operated by hospital staff to improve orthopaedic surgical performance through advanced 3D visualisation, artificial intelligence, and integrated software.;[MASK] provides a system entirely operated by hospital staff to improve orthopaedic surgical performance through advanced 3D visualisation, artificial intelligence, and integrated software.
62972f4b96a1b913703206c4;https://ortoma.com/using-artificial-intelligence-to-improve-orthopaedic-therapy/#ortoma-treatment;It owns proprietary products named Ortoma Treatment Solution™.;OTS™ Plan is a powerful software that expedites processes and assists surgeons during pre-operative planning and post-operative follow-up.;[MASK] is a powerful software that expedites processes and assists surgeons during pre-operative planning and post-operative follow-up.
62972f4b96a1b913703206c4;https://ortoma.com/using-artificial-intelligence-to-improve-orthopaedic-therapy/#ortoma-treatment;It owns proprietary products named Ortoma Treatment Solution™.;OTS™ Plan identifies landmarks and suggests suitable implants within seconds.;[MASK] identifies landmarks and suggests suitable implants within seconds.
62972f4b96a1b913703206c4;https://ortoma.com/using-artificial-intelligence-to-improve-orthopaedic-therapy/#ortoma-treatment;It owns proprietary products named Ortoma Treatment Solution™.;OTS™ Hip Plan and OTS™ Spine Plan are validated in collaboration with leading hospitals in Sweden.;[MASK] and [MASK] are validated in collaboration with leading hospitals in Sweden.
62972f4b96a1b913703206c4;https://ortoma.com/using-artificial-intelligence-to-improve-orthopaedic-therapy/#ortoma-treatment;It owns proprietary products named Ortoma Treatment Solution™.;OTS™ Guide is an intra-operative navigation tool guiding surgeons to place the implant in the pre-operatively planned position. Seamless integration with OTS™ Plan makes the pre-operative plan instantly available for surgery.;[MASK] is an intra-operative navigation tool guiding surgeons to place the implant in the pre-operatively planned position. Seamless integration with [MASK] makes the pre-operative plan instantly available for surgery.
62972f4b96a1b913703206c4;https://ortoma.com/using-artificial-intelligence-to-improve-orthopaedic-therapy/#ortoma-treatment;It owns proprietary products named Ortoma Treatment Solution™.;OTS™ Hip Guide is currently available for hip replacement surgery.;[MASK] is currently available for hip replacement surgery.
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;Iadademstat (ORY-1001) is a small oral molecule, which acts as a covalent and highly selective inhibitor of the epigenetic enzyme Lysine Specific Demethylase-1, LSD1 (KDM1A).;[MASK] (ORY-1001) is a small oral molecule, which acts as a covalent and highly selective inhibitor of the epigenetic enzyme Lysine Specific Demethylase-1, LSD1 (KDM1A).
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;Iadademstat does not only block the demethylating activity of LSD1, but also its scaffolding function.;[MASK] does not only block the demethylating activity of LSD1, but also its scaffolding function.
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;A first in man Phase I/IIa clinical trial with iadademstat in refractory and relapsed acute leukemia patients demonstrated safety and good tolerability of the drug.;A first in man Phase I/IIa clinical trial with [MASK] in refractory and relapsed acute leukemia patients demonstrated safety and good tolerability of the drug.
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;The good safety profile of iadademstat makes it a good candidate for therapeutic combinations in different cancers like leukemia or some solid tumors.;The good safety profile of [MASK] makes it a good candidate for therapeutic combinations in different cancers like leukemia or some solid tumors.
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;Currently, iadademstat is being explored in a Phase II clinical trial in first line elderly unfit acute myeloid leukemia patients in combination with the hypomethylating agent azacitidine (ALICE trial);Currently, [MASK] is being explored in a Phase II clinical trial in first line elderly unfit acute myeloid leukemia patients in combination with the hypomethylating agent azacitidine (ALICE trial)
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;This in turn leads to up-regulation of ASCL1 and NEUROD1, which act as oncogenes and drive tumor progression in this cancer type. Iadademstat impairs the binding between LSD1 and INSM1 and allows for the restoration of NOTCH1 and HES1 expression and reduces that of ASCL1 and NEUROD1.;This in turn leads to up-regulation of [MASK] and [MASK] , which act as oncogenes and drive tumor progression in this cancer type. [MASK] impairs the binding between LSD1 and INSM1 and allows for the restoration of NOTCH1 and HES1 expression and reduces that of [MASK] and [MASK].
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;Oryzon has performed a Phase IIa clinical trial with iadademstat in combination with platinum/etoposide in second line SCLC patients (CLEPSIDRA study).;[MASK] has performed a Phase IIa clinical trial with [MASK] in combination with platinum/etoposide in second line SCLC patients (CL [MASK] IDRA study).
62972fbd96a1b913703206cb;https://www.oryzon.com/en/programs/iadademstat;It owns proprietary products.;Iadademstat also acts as an immunomodulator and was found to enhance the expression of genes of the mayor histocompatibility complex 1 (MHC-1) in some AML types, which can increase the visibility of cancer cells to the immune system. Combination of iadademstat with check-point inhibitors was also shown to be a promising avenue to treat so-called immunological cold solid tumors.;[MASK] also acts as an immunomodulator and was found to enhance the expression of genes of the mayor histocompatibility complex 1 (MHC-1) in some AML types, which can increase the visibility of cancer cells to the immune system. Combination of [MASK] with check-point inhibitors was also shown to be a promising avenue to treat so-called immunological cold solid tumors.
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;Vafidemstat (ORY-2001) is an oral small molecule that has been optimized for CNS indications and that acts as a covalent inhibitor of the epigenetic enzyme Lysine Specific Demethylase-1, LSD1 (KDM1A).;[MASK] (ORY-2001) is an oral small molecule that has been optimized for CNS indications and that acts as a covalent inhibitor of the epigenetic enzyme Lysine Specific Demethylase-1, LSD1 (KDM1A).
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;The mechanism of action of vafidemstat acts at two main levels: it reduces cognitive impairment and also reduces neuroinflammation, as has been reported by Oryzon scientists (1). In animal models vafidemstat not only restores memory but reduces the exacerbated aggressiveness of SAMP8 mice, a model for accelerated aging and Alzheimer’s disease (AD), to normal levels and also reduces social avoidance and enhances sociability in rodent models. Furthermore, vafidemstat exhibits fast, strong and durable efficacy in several preclinical models of multiple sclerosis (MS), where it reduces neuroinflammation, modulates glial activity, shows neuroprotection and preserves axonal integrity.;The mechanism of action of [MASK] acts at two main levels: it reduces cognitive impairment and also reduces neuroinflammation, as has been reported by [MASK] scientists (1). In animal models [MASK] not only restores memory but reduces the exacerbated aggressiveness of SAMP8 mice, a model for accelerated aging and Alzheimer’s disease (AD), to normal levels and also reduces social avoidance and enhances sociability in rodent models. Furthermore, [MASK] exhibits fast, strong and durable efficacy in several preclinical models of multiple sclerosis (MS), where it reduces neuroinflammation, modulates glial activity, shows neuroprotection and preserves axonal integrity.
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;Vafidemstat has been administered to more than 300 subjects across the multiple Phase I and II clinical trials completed or ongoing, and has been safe and well tolerated.;[MASK] has been administered to more than 300 subjects across the multiple Phase I and II clinical trials completed or ongoing, and has been safe and well tolerated.
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;Oryzon has performed a Phase IIa clinical trial (REIMAGINE study) to assess;[MASK] has performed a Phase IIa clinical trial (REIMAGINE study) to assess [MASK] ’s effects on agitation-aggression in patients with different psychiatric disorders: Autism Spectrum Disorder (ASD), Borderline Personality Disorder (BPD) and adult Attention Deficit Hyperactivity Disorder (ADHD).
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;vafidemstat’s effects on agitation-aggression;
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;in patients with;
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;different psychiatric disorders:;
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;Autism Spectrum Disorder (ASD), Borderline Personality Disorder (BPD) and adult Attention Deficit Hyperactivity Disorder (ADHD).;
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;Additionally, a Phase IIa clinical trial (REIMAGINE-AD study) to assess;Additionally, a Phase IIa clinical trial (REIMAGINE-AD study) to assess [MASK] ’s effects on aggressiveness in patients with severe or moderate AD was also performed, with positive clinical results reported at the AD/PD 2020 and 2021 conferences.
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;vafidemstat’s effects on aggressiveness in patients with severe or moderate AD;
62972ff396a1b913703206ce;https://www.oryzon.com/en/programs/vafidemstat;It owns proprietary products.;was also performed, with positive clinical results reported at the AD/PD 2020 and 2021 conferences.;
629730cb96a1b913703206d9;https://ixico.com/technology/data-platforms/trialtracker-platform/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;Our TrialTracker platform provides a secure and compliant environment for the collection, analysis and interpretation of large image files and other data that may be generated in the course of a clinical study.;Our [MASK] platform provides a secure and compliant environment for the collection, analysis and interpretation of large image files and other data that may be generated in the course of a clinical study.
629730cb96a1b913703206d9;https://ixico.com/technology/data-platforms/trialtracker-platform/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;IXICO’s GCP and 21 CFR Part 11 compliant TrialTracker platform delivers a robust and comprehensive set of centralised imaging services designed to efficiently manage the complex imaging workflow from image upload, Quality Control, reading/analysis to reporting and data transfer.;[MASK] ’s GCP and 21 CFR Part 11 compliant [MASK] platform delivers a robust and comprehensive set of centralised imaging services designed to efficiently manage the complex imaging workflow from image upload, Quality Control, reading/analysis to reporting and data transfer.
629730f396a1b913703206dc;https://ixico.com/technology/data-platforms/assessa-platform/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;Assessa PML is an online digital platform that supports the early and/or asymptomatic detection of progressive multifocal leukoencephalopathy (PML).;[MASK] PML is an online digital platform that supports the early and/or asymptomatic detection of progressive multifocal leukoencephalopathy (PML).
629730f396a1b913703206dc;https://ixico.com/technology/data-platforms/assessa-platform/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;Assessa provides neurologists with access to neuroradiology experts specialized in the differential diagnosis of suspect PML lesions from Magnetic Resonance Imaging (MRI).;[MASK] provides neurologists with access to neuroradiology experts specialized in the differential diagnosis of suspect PML lesions from Magnetic Resonance Imaging (MRI).
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;is a treatment for HLA-A2+ patients, a key receptor in the cytotoxic response.;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;Tedopi® has been evaluated in;[MASK] has been evaluated in clinical Phase 3 in patients with non-small cell lung cancer (NSCLC) after failure of inhibitory checkpoints (trial named [MASK]).
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;clinical Phase 3;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;in patients with;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;non-small cell lung cancer;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;(NSCLC) after failure of inhibitory checkpoints (trial named Atalante 1).;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;-small cell lung cancer;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;, in combination with Opdivo® (nivolumab), a trial promoted by the Italian Oncology Foundation FoRT.;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;, in combination with Keytruda® (pembrolizumab), a trial sponsored by the oncology cooperative group ARCAGY-GINECO.;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;The Phase 3 trial of Tedopi;The Phase 3 trial of [MASK], [MASK], aimed to assess the benefits of the product in [MASK] positive patients in 2nd or 3rd line treatment after failure of a checkpoint inhibitor in non-small cell lung cancer , in invasive stage IIIB or metastatic IV, compared to current therapeutic standards of chemotherapy in this patient population.
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;, Atalante 1;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;, aimed to assess the benefits of the product in HLA-A2 positive patients in 2nd or 3rd line treatment after failure of a checkpoint inhibitor in non-small cell lung cancer , in invasive stage IIIB or metastatic IV, compared to current therapeutic standards of chemotherapy in this patient population.;
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;The Phase 2 trial includes 3 treatment arms and evaluates Tedopi® in combination with Opdivo® (nivolumab), Bristol Myers Squibb's immune checkpoint inhibitor, or Tedopi® in combination with chemotherapy versus chemotherapy alone as second line treatment in HLA-A2 positive patients with metastatic non-small cell lung cancer after first-line chemoimmunotherapy.;The Phase 2 trial includes 3 treatment arms and evaluates [MASK] in combination with Opdivo (nivolumab), Bristol Myers Squibb's immune checkpoint inhibitor, or [MASK] in combination with chemotherapy versus chemotherapy alone as second line treatment in [MASK] positive patients with metastatic non-small cell lung cancer after first-line chemoimmunotherapy.
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;The Phase 2 TEDOPaM trial;The Phase 2 [MASK] trial (promoted by GERCOR) aims to compare [MASK] in combination with the chemotherapy [MASK] versus [MASK] , as maintenance treatment after induction treatment with equationOX.
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;(promoted by GERCOR);
6297313f96a1b913703206e2;https://www.ose-immuno.com/nos-produits/tedopi-modulaire/;It owns proprietary products.;aims to compare Tedopi® in combination with the chemotherapy FOLFIRI versus FOLFIRI, as maintenance treatment after induction treatment with FOLFIRINOX.;
6297314696a1b913703206e5;https://ixico.com/technology/data-platforms/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;Assessa is a secure, online digital platform enabling the remote transfer of clinical and imaging data to provide a centralized clinical expert review and report;[MASK] is a secure, online digital platform enabling the remote transfer of clinical and imaging data to provide a centralized clinical expert review and report.
6297314696a1b913703206e5;https://ixico.com/technology/data-platforms/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;Assessa also supports longitudinal monitoring and MRI follow-up of suspect cases and enhances medical care and knowledge exchange, including facilitating discussion of difficult cases among expert neuroradiologists.;[MASK] also supports longitudinal monitoring and MRI follow-up of suspect cases and enhances medical care and knowledge exchange, including facilitating discussion of difficult cases among expert neuroradiologists.
6297314696a1b913703206e5;https://ixico.com/technology/data-platforms/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;Our TrialTracker platform facilitates standardized capture, quality assurance, reading, analysis and reporting of clinical data across the entire image lifecycle.;Our [MASK] platform facilitates standardized capture, quality assurance, reading, analysis and reporting of clinical data across the entire image lifecycle.
6297314696a1b913703206e5;https://ixico.com/technology/data-platforms/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;It enables the collation of complex datasets generated from MRI and PET scanners and wearable biosensor devices, reducing the time needed for manual data gathering.;It enables the collation of complex datasets generated from MRI and PET scanners and wearable biosensor devices, reducing the time needed for manual data gathering.
6297314696a1b913703206e5;https://ixico.com/technology/data-platforms/;Its own proprietary products name Assessa®, mehealth® and TrialTracker™.;TrialTracker quickly identifies missing data or errors specific to each protocol, site and modality and provides the flexibility to “plug in” a comprehensive set of validated image analysis algorithms, providing a rich set of quantitative image analysis endpoints.;[MASK] quickly identifies missing data or errors specific to each protocol, site and modality and provides the flexibility to “plug in” a comprehensive set of validated image analysis algorithms, providing a rich set of quantitative image analysis endpoints.
6297315d96a1b913703206e8;https://www.ose-immuno.com/nos-produits/bicki-modulaire/;It owns proprietary products.;The antibodies of the BiCKI;The antibodies of the [MASK] platform are built around a central anti-PD-1 framework (OSE-279), chosen for its optimized bio-production capacity.
